"","idindicador","iddepto","nomdepto","idmpio","nommpio","year","value"
"3605","ttdiesti",17,"huila",61,"guadalupe",2006,19.89
"3606","pcrparin",9,"caqueta",373,"albania",2006,95.4
"3607","pcrparin",14,"cundinamarca",491,"alban",2006,98.61
"3608","pcrparin",27,"santander",870,"charala",2006,98.45
"3609","pcrparin",6,"boyaca",NA,"cienega",2006,98.59
"3610","pcrparin",13,"choco",474,"bojaya",2006,92.31
"3611","pcrparin",2,"antioquia",NA,"ciudad bolivar",2006,98.47
"3612","ttdiesti",6,"boyaca",294,"sogamoso",2006,14.43
"3613","pcrparin",6,"boyaca",230,"el cocuy",2006,90.76
"3614","pcrparin",18,"la guajira",NA,NA,2006,94.62857143
"3615","ttdiesti",8,"caldas",367,"salamina",2006,15.72
"3616","pcrparin",17,"huila",649,"tesalia",2006,90.95
"3617","pcrparin",16,"guaviare",250,"miraflores",2006,97.65
"3618","pcrparin",27,"santander",28,"bolivar",2006,97.58
"3619","ttdiesti",20,"meta",694,"la macarena",2006,27.69
"3620","pbepredc",2,"antioquia",NA,NA,2006,NA
"3621","pcrparin",16,"guaviare",613,"el retorno",2006,98.96
"3622","pcrparin",9,"caqueta",NA,NA,2006,97.49756708
"3623","pcrparin",5,"bolivar",NA,"arroyohondo",2006,97.85
"3624","pcrparin",30,"valle del cauca",NA,"la union",2006,100
"3625","pcrparin",22,"norte de santander",789,"hacari",2006,100
"3626","ttdiesti",29,"tolima",976,"coello",2006,28.01
"3627","igrtgfec",21,"narino",NA,NA,2006,NA
"3628","pcrparin",27,"santander",932,"socorro",2006,99.4
"3629","ttdiesti",2,"antioquia",38,"carepa",2006,30.78
"3630","pcrparin",25,"risaralda",409,"balboa",2006,98.92
"3631","ttdiesti",5,"bolivar",179,"montecristo",2006,26.41
"3632","ctrmormt",27,"santander",NA,NA,2006,17
"3633","ttdiesti",2,"antioquia",85,"peque",2006,28.67
"3634","ttdiesti",14,"cundinamarca",511,"cota",2006,11.73
"3635","pcrparin",30,"valle del cauca",1049,"versalles",2006,98.95
"3636","ttdiesti",21,"narino",725,"cumbal",2006,24.99
"3637","pcrparin",5,"bolivar",182,"rio viejo",2006,100
"3638","pcrparin",2,"antioquia",85,"peque",2006,76.19
"3639","pcrparin",6,"boyaca",282,"san miguel de sema",2006,100
"3640","pcrparin",17,"huila",624,"elias",2006,90
"3641","pbepredg",29,"tolima",NA,NA,2006,NA
"3642","pcrparin",14,"cundinamarca",527,"guaduas",2006,98.94
"3643","pcrparin",28,"sucre",952,"morroa",2006,98.61
"3644","pcrparin",6,"boyaca",267,"paz de rio",2006,95.65
"3645","ttdiesti",27,"santander",874,"cimitarra",2006,25.39
"3646","pcrparin",22,"norte de santander",812,"villa caro",2006,96.67
"3647","ttdiesti",7,"cordoba",326,"chima",2006,25.41
"3648","pcrparin",2,"antioquia",77,"montebello",2006,94.85
"3649","ttdiesti",2,"antioquia",74,"maceo",2006,15.31
"3650","rtrmorpu",5,"bolivar",NA,NA,2006,88.7
"3651","pcrparin",30,"valle del cauca",246,"la victoria",2006,98.77
"3652","pcrparin",21,"narino",723,"contadero",2006,94.25
"3653","pcrparin",2,"antioquia",123,"valdivia",2006,99.03
"3654","pcrparin",32,"vichada",1065,"santa rosalia",2006,100
"3655","rgrtgfec",3,"arauca",NA,NA,2006,NA
"3656","pcrparin",2,"antioquia",91,"retiro",2006,98.41
"3657","pbepredg",19,"magdalena",NA,NA,2006,NA
"3658","ttdiesti",1,"amazonas",NA,"puerto arica ",2006,48.53
"3659","ttdiesti",2,"antioquia",129,"yarumal",2006,15.29
"3660","pcrparin",30,"valle del cauca",1048,"ulloa",2006,97.06
"3661","ttdiesti",27,"santander",910,"oiba",2006,21.87
"3662","ttdiesti",15,"guainia",NA,"cacahual ",2006,47.56
"3663","pcrparin",22,"norte de santander",796,"mutiscua",2006,95.77
"3664","pcrparin",7,"cordoba",329,"los cordobas",2006,95.13
"3665","ttdiesti",22,"norte de santander",776,"bochalema",2006,15.35
"3666","pcrparin",6,"boyaca",292,"socha",2006,97.73
"3667","ttdiesti",5,"bolivar",186,"san juan nepomuceno",2006,26.64
"3668","pcrparin",27,"santander",930,"santa helena del opon",2006,79.52
"3669","ttdiesti",11,"cauca",437,"santander de quilichao",2006,19.3
"3670","ttdnesti",32,"vichada",NA,NA,2006,NA
"3671","ttdiesti",6,"boyaca",268,"pesca",2006,22.5
"3672","pcrparin",17,"huila",643,"san agustin",2006,90.21
"3673","igrtgfec",3,"arauca",NA,NA,2006,NA
"3674","ttdiesti",14,"cundinamarca",525,"girardot",2006,12.8
"3675","pbrmivih",22,"norte de santander",NA,NA,2006,NA
"3676","pcrparin",6,"boyaca",208,"buenavista",2006,97.3
"3677","pcrparin",23,"putumayo",818,"puerto guzman",2006,90.83
"3678","pbehtaco",15,"guainia",NA,NA,2006,NA
"3679","pcrparin",6,"boyaca",306,"tinjaca",2006,100
"3680","pcrparin",2,"antioquia",48,"don matias",2006,98.21
"3681","ttdiesti",6,"boyaca",206,"boyaca",2006,23.45
"3682","pcrparin",28,"sucre",958,"san marcos",2006,98.99
"3683","ttdiesti",3,"arauca",NA,NA,2006,29.66660602
"3684","pcrparin",27,"santander",871,"charta",2006,78.79
"3685","pcrparin",5,"bolivar",168,"calamar",2006,97.71
"3686","pcrparin",14,"cundinamarca",530,"guatavita",2006,100
"3687","rgrtgfec",7,"cordoba",NA,NA,2006,NA
"3688","pcrparin",12,"cesar",467,"tamalameque",2006,98.87
"3689","pcrparin",27,"santander",892,"guaca",2006,89.9
"3690","pbehtaco",21,"narino",NA,NA,2006,NA
"3691","pcrparin",9,"caqueta",124,"valparaiso",2006,97.47
"3692","ttdiesti",10,"casanare",93,"sabanalarga",2006,28.57
"3693","pcrparin",6,"boyaca",316,"tutaza",2006,100
"3694","ttdiesti",28,"sucre",208,"buenavista",2006,23.02
"3695","pcrparin",25,"risaralda",841,"dosquebradas",2006,99.75
"3696","pcrparin",6,"boyaca",301,"sutatenza",2006,100
"3697","ttdiesti",27,"santander",884,"encino",2006,20.06
"3698","pbepredc",11,"cauca",NA,NA,2006,NA
"3699","ttdiesti",24,"quindio",831,"filandia",2006,13.57
"3700","pcrparin",2,"antioquia",88,"puerto nare",2006,98.52
"3701","ttdiesti",8,"caldas",349,"anserma",2006,11.29
"3702","ttdiesti",10,"casanare",403,"tauramena",2006,31.04
"3703","ttdiesti",8,"caldas",354,"la dorada",2006,16.01
"3704","pcrparin",14,"cundinamarca",559,"quebradanegra",2006,97.22
"3705","pbrmivih",18,"la guajira",NA,NA,2006,NA
"3706","pcrparin",14,"cundinamarca",598,"villagomez",2006,100
"3707","pcrparin",20,"meta",NA,"uribe",2006,51.72
"3708","ttdiesti",4,"atlantico",142,"campo de la cruz",2006,28.08
"3709","ttdiesti",2,"antioquia",59,"girardota",2006,9.99
"3710","pcrparin",6,"boyaca",248,"macanal",2006,96.23
"3711","ttdiesti",17,"huila",636,"paicol",2006,25.09
"3712","pcrparin",6,"boyaca",288,"sativanorte",2006,100
"3713","ttdiesti",6,"boyaca",248,"macanal",2006,18.3
"3714","ttdiesti",11,"cauca",407,"almaguer",2006,33.95
"3715","pbepredc",8,"caldas",NA,NA,2006,NA
"3716","pcrparin",15,"guainia",NA,"morichal",2006,NA
"3717","pcrparin",6,"boyaca",257,"nuevo colon",2006,98.82
"3718","pcrparin",29,"tolima",988,"icononzo",2006,89.05
"3719","ttdiesti",27,"santander",868,"cepita",2006,36.31
"3720","pcrparin",19,"magdalena",679,"san zenon",2006,96.12
"3721","ttdiesti",2,"antioquia",115,"tamesis",2006,17.13
"3722","ttdiesti",30,"valle del cauca",1036,"obando",2006,16.73
"3723","pcrparin",22,"norte de santander",798,"pamplona",2006,97.69
"3724","ttdiesti",9,"caqueta",375,"cartagena del chaira",2006,25.15
"3725","ttdiesti",2,"antioquia",34,"caldas",2006,9.51
"3726","pbrmivih",20,"meta",NA,NA,2006,NA
"3727","ttdiesti",14,"cundinamarca",601,"viota",2006,17.71
"3728","igrtgfec",11,"cauca",NA,NA,2006,NA
"3729","pcrparin",11,"cauca",NA,"guachene",2006,0
"3730","ttdiesti",18,"la guajira",660,"uribia",2006,53.81
"3731","caelacex",7,"cordoba",NA,NA,2006,NA
"3732","rgrtgfec",13,"choco",NA,NA,2006,NA
"3733","caelacex",13,"choco",NA,NA,2006,NA
"3734","ttdiesti",6,"boyaca",218,"chita",2006,33.56
"3735","ttdiesti",12,"cesar",460,"manaure",2006,21.06
"3736","ttdiesti",14,"cundinamarca",527,"guaduas",2006,14.06
"3737","pbrmivih",25,"risaralda",NA,NA,2006,NA
"3738","pcrparin",6,"boyaca",304,"tibana",2006,95.5
"3739","rtrmorpu",27,"santander",NA,NA,2006,52.05
"3740","ptrldeng",31,"vaupes",NA,NA,2006,NA
"3741","ttdnesti",5,"bolivar",NA,NA,2006,47.76515312
"3742","ttdiesti",6,"boyaca",205,"boavita",2006,19.87
"3743","ptrldeng",17,"huila",NA,NA,2006,NA
"3744","igrtgfec",12,"cesar",NA,NA,2006,NA
"3745","pcrparin",2,"antioquia",65,"hispania",2006,98.8
"3746","pcrparin",30,"valle del cauca",1027,"el dovio",2006,86.61
"3747","pcrparin",25,"risaralda",838,"apia",2006,96.67
"3748","pcrparin",5,"bolivar",163,"achi",2006,97.44
"3749","pcrparin",30,"valle del cauca",1023,"dagua",2006,94.24
"3750","ttdiesti",3,"arauca",134,"arauquita",2006,28.52
"3751","ttdiesti",5,"bolivar",192,"simiti",2006,21.1
"3752","pcrparin",29,"tolima",1006,"santa isabel",2006,100
"3753","pcrparin",22,"norte de santander",NA,"la playa",2006,100
"3754","pcrparin",2,"antioquia",119,"toledo",2006,95.1
"3755","pcrparin",31,"vaupes",1055,"mitu",2006,50.62
"3756","pcrparin",12,"cesar",462,"pelaya",2006,95.03
"3757","ttdiesti",24,"quindio",830,"circasia",2006,15.97
"3758","ttdiesti",5,"bolivar",189,"santa catalina",2006,24.22
"3759","pcrparin",11,"cauca",438,"silvia",2006,90.63
"3760","pcrparin",14,"cundinamarca",492,"anapoima",2006,100
"3761","ttdiesti",8,"caldas",360,"marulanda",2006,17.81
"3762","pcrparin",21,"narino",738,"ipiales",2006,97.85
"3763","ttdiesti",13,"choco",NA,"medio san juan",2006,61.54
"3764","ttdiesti",5,"bolivar",NA,"tiquisio",2006,42.67
"3765","ttdiesti",14,"cundinamarca",497,"bituima",2006,15.76
"3766","ttdiesti",22,"norte de santander",795,"lourdes",2006,16.23
"3767","ttdiesti",2,"antioquia",100,"san jose de la montana",2006,17.26
"3768","ttdiesti",28,"sucre",NA,NA,2006,25.13643459
"3769","ttdiesti",21,"narino",726,"cumbitara",2006,33.08
"3770","pcrparin",2,"antioquia",24,"bello",2006,99.59
"3771","ttdiesti",8,"caldas",NA,NA,2006,15.96872748
"3772","ttdiesti",31,"vaupes",1054,"caruru",2006,52.66
"3773","pcrparin",30,"valle del cauca",1032,"jamundi",2006,99.29
"3774","ttdiesti",27,"santander",326,"chima",2006,24.15
"3775","pcrparin",31,"vaupes",NA,"papunaua",2006,NA
"3776","pcrparin",21,"narino",724,"cuaspud",2006,76.05
"3777","pcrrncpn",16,"guaviare",NA,NA,2006,62
"3778","ttdiesti",5,"bolivar",167,"cordoba",2006,28.47
"3779","ttdiesti",8,"caldas",NA,"norcasia",2006,17.55
"3780","pcrparin",6,"boyaca",307,"tipacoque",2006,98.15
"3781","ctrmormt",14,"cundinamarca",NA,NA,2006,29
"3782","ttdiesti",22,"norte de santander",780,"chinacota",2006,13.41
"3783","ttdiesti",27,"santander",933,"suaita",2006,19.41
"3784","pcrparin",4,"atlantico",145,"juan de acosta",2006,91.57
"3785","pcrparin",28,"sucre",947,"galeras",2006,100
"3786","pcrparin",27,"santander",514,"el penon",2006,73.33
"3787","ttdiesti",14,"cundinamarca",585,"tibacuy",2006,24.34
"3788","ttdiesti",2,"antioquia",91,"retiro",2006,12.3
"3789","pcrparin",25,"risaralda",851,"santuario",2006,96.04
"3790","pcrparin",8,"caldas",354,"la dorada",2006,98.36
"3791","pcrparin",18,"la guajira",NA,"hatonuevo",2006,94.29
"3792","pbretaia",15,"guainia",NA,NA,2006,NA
"3793","pcrparin",5,"bolivar",178,"mompos",2006,87.3
"3794","pcrparin",22,"norte de santander",785,"el carmen",2006,96.39
"3795","pcrparin",20,"meta",698,"mesetas",2006,74.21
"3796","ttdiesti",8,"caldas",371,"villamaria",2006,14.55
"3797","pcrparin",4,"atlantico",162,"usiacuri",2006,98.1
"3798","ttdiesti",5,"bolivar",163,"achi",2006,41.87
"3799","pcrparin",6,"boyaca",293,"socota",2006,95.24
"3800","ttdiesti",11,"cauca",430,"piendamo",2006,20.24
"3801","pcrparin",2,"antioquia",64,"heliconia",2006,97.03
"3802","pcrparin",5,"bolivar",198,"zambrano",2006,98.81
"3803","ttdiesti",28,"sucre",NA,"la union",2006,33.04
"3804","ttdiesti",11,"cauca",NA,"piamonte",2006,34.53
"3805","pcrparin",22,"norte de santander",119,"toledo",2006,96.69
"3806","ttdiesti",2,"antioquia",87,"puerto berrio",2006,16.62
"3807","cgrnacim",13,"choco",NA,NA,2006,36203
"3808","ttdiesti",28,"sucre",951,"majagual",2006,29.8
"3809","ttdiesti",17,"huila",641,"rivera",2006,18.25
"3810","pcrrncpn",13,"choco",NA,NA,2006,69.21
"3811","igrtgfec",28,"sucre",NA,NA,2006,NA
"3812","ttdiesti",29,"tolima",440,"suarez",2006,22.2
"3813","ctrmormt",15,"guainia",NA,NA,2006,3
"3814","pcrparin",18,"la guajira",660,"uribia",2006,81.66
"3815","pgeembar",20,"meta",NA,NA,2006,NA
"3816","pcrparin",1,"amazonas",2,"la chorrera",2006,100
"3817","ttdiesti",2,"antioquia",24,"bello",2006,9.43
"3818","ttdiesti",27,"santander",919,"puerto wilches",2006,20.57
"3819","ttdiesti",25,"risaralda",845,"marsella",2006,20.59
"3820","pcrparin",29,"tolima",990,"libano",2006,96.3
"3821","ttdiesti",20,"meta",704,"restrepo",2006,22.59
"3822","ttdiesti",21,"narino",751,"ospina",2006,23.24
"3823","pcrparin",6,"boyaca",212,"campohermoso",2006,86
"3824","ttdiesti",11,"cauca",934,"sucre",2006,33.67
"3825","pcrparin",27,"santander",901,"landazuri",2006,90.94
"3826","ttdiesti",31,"vaupes",1055,"mitu",2006,41.9
"3827","rtrmorpu",18,"la guajira",NA,NA,2006,155.1
"3828","pcrparin",8,"caldas",348,"aguadas",2006,97.52
"3829","ttdiesti",21,"narino",765,"sandona",2006,18.37
"3830","pcrparin",6,"boyaca",299,"susacon",2006,93.75
"3831","ttdiesti",14,"cundinamarca",495,"arbelaez",2006,14.43
"3832","rtrmorpu",25,"risaralda",NA,NA,2006,45.87
"3833","ttdiesti",25,"risaralda",840,"belen de umbria",2006,18.66
"3834","cgrnacim",26,"san andres y providencia",NA,NA,2006,5211
"3835","ttdiesti",22,"norte de santander",7,"puerto santander",2006,16.82
"3836","pcrparin",14,"cundinamarca",588,"tocancipa",2006,99.35
"3837","ttdiesti",11,"cauca",NA,"caloto(1)",2006,27.17
"3838","pcrparin",11,"cauca",437,"santander de quilichao",2006,92.1
"3839","pcrparin",30,"valle del cauca",1029,"ginebra",2006,99.26
"3840","ttdiesti",7,"cordoba",344,"san pelayo",2006,27.32
"3841","pcrparin",20,"meta",684,"barranca de upia",2006,100
"3842","pcrparin",21,"narino",752,"policarpa",2006,82.95
"3843","ttdiesti",2,"antioquia",78,"murindo",2006,54.18
"3844","ttdiesti",2,"antioquia",17,"anori",2006,25.38
"3845","ttdiesti",21,"narino",755,"puerres",2006,18.47
"3846","pbepredc",22,"norte de santander",NA,NA,2006,NA
"3847","pcrparin",14,"cundinamarca",515,"fomeque",2006,100
"3848","pcrparin",12,"cesar",454,"el paso",2006,97.24
"3849","ttdiesti",22,"norte de santander",789,"hacari",2006,33.59
"3850","ttdiesti",5,"bolivar",164,"altos del rosario",2006,32.66
"3851","ttdiesti",2,"antioquia",35,"campamento",2006,23.88
"3852","ttdiesti",7,"cordoba",334,"planeta rica",2006,31.91
"3853","pcrparin",27,"santander",928,"san vicente de chucuri",2006,98.99
"3854","pcrparin",21,"narino",741,"la llanada",2006,95
"3855","ttdiesti",29,"tolima",1008,"valle de san juan",2006,27.97
"3856","ttdiesti",14,"cundinamarca",501,"cachipay",2006,14.28
"3857","ttdiesti",1,"amazonas",NA,"puerto alegria ",2006,91.97
"3858","pcrparin",23,"putumayo",927,"san miguel",2006,97.79
"3859","pcrparin",11,"cauca",NA,"piamonte",2006,76.79
"3860","ttdiesti",23,"putumayo",NA,"leguizamo",2006,23.72
"3861","pbretaia",5,"bolivar",NA,NA,2006,NA
"3862","pcrparin",30,"valle del cauca",28,"bolivar",2006,98.35
"3863","pcrparin",6,"boyaca",209,"busbanza",2006,100
"3864","pcrparin",29,"tolima",1002,"saldana",2006,93.26
"3865","pcrparin",12,"cesar",446,"agustin codazzi",2006,84.9
"3866","pcrparin",13,"choco",NA,"medio baudo",2006,100
"3867","pcrparin",8,"caldas",NA,NA,2006,97.54234725
"3868","pcrparin",27,"santander",934,"sucre",2006,73.33
"3869","rtrmorpu",3,"arauca",NA,NA,2006,37.17
"3870","pcrparin",12,"cesar",465,"san diego",2006,95.83
"3871","cgrnacim",9,"caqueta",NA,NA,2006,13224
"3872","ttdiesti",19,"magdalena",672,"pedraza",2006,31.34
"3873","ptrldeng",14,"cundinamarca",NA,NA,2006,NA
"3874","ttdiesti",12,"cesar",461,"pailitas",2006,23.12
"3875","ttdiesti",2,"antioquia",960,"san pedro",2006,16.6
"3876","ttdiesti",14,"cundinamarca",98,"san francisco",2006,20.21
"3877","pbrmivih",28,"sucre",NA,NA,2006,NA
"3878","ttdiesti",17,"huila",618,"aipe",2006,20.5
"3879","ttdiesti",5,"bolivar",196,"turbana",2006,18.52
"3880","ttdnesti",10,"casanare",NA,NA,2006,44.80880128
"3881","pcrparin",17,"huila",651,"villavieja",2006,99.02
"3882","ttdnesti",21,"narino",NA,NA,2006,53.28158298
"3883","pbepredc",29,"tolima",NA,NA,2006,NA
"3884","pcrparin",2,"antioquia",62,"guarne",2006,98.1
"3885","pcrparin",24,"quindio",831,"filandia",2006,98
"3886","pcrparin",17,"huila",633,"nataga",2006,78.23
"3887","pcrparin",12,"cesar",468,"valledupar",2006,96.18
"3888","pcrparin",18,"la guajira",653,"barrancas",2006,98.42
"3889","ttdiesti",20,"meta",688,"el calvario",2006,30.1
"3890","ttdiesti",9,"caqueta",384,"san jose del fragua",2006,26.91
"3891","pbrmivih",1,"amazonas",NA,NA,2006,NA
"3892","ttdiesti",17,"huila",626,"gigante",2006,17.13
"3893","ttdiesti",21,"narino",NA,"santacruz",2006,24.92
"3894","caelacex",9,"caqueta",NA,NA,2006,NA
"3895","pcrparin",25,"risaralda",848,"pueblo rico",2006,67.58
"3896","pcrparin",14,"cundinamarca",602,"yacopi",2006,97.59
"3897","pcrparin",5,"bolivar",NA,"clemencia",2006,96.92
"3898","ttdiesti",6,"boyaca",308,"toca",2006,21.81
"3899","pcrparin",12,"cesar",448,"becerril",2006,99.25
"3900","ttdiesti",2,"antioquia",69,"jerico",2006,17.19
"3901","pcrparin",14,"cundinamarca",533,"gutierrez",2006,90
"3902","pcrparin",14,"cundinamarca",591,"ubaque",2006,96.77
"3903","ttdiesti",27,"santander",937,"velez",2006,20.1
"3904","ttdiesti",6,"boyaca",313,"tunungua",2006,22.17
"3905","pcrparin",14,"cundinamarca",579,"susa",2006,98.02
"3906","pcrparin",14,"cundinamarca",582,"tausa",2006,99.24
"3907","pcrparin",14,"cundinamarca",505,"chia",2006,99.64
"3908","pbepredg",22,"norte de santander",NA,NA,2006,NA
"3909","ttdiesti",27,"santander",865,"california",2006,21.6
"3910","pcrparin",14,"cundinamarca",561,"quipile",2006,95.65
"3911","ttdiesti",6,"boyaca",200,"aquitania",2006,24.47
"3912","ttdiesti",18,"la guajira",658,"riohacha",2006,26.23
"3913","pcrrncpn",28,"sucre",NA,NA,2006,77.67
"3914","ttdiesti",30,"valle del cauca",NA,"la union",2006,14.12
"3915","ttdiesti",30,"valle del cauca",1017,"buenaventura",2006,30.69
"3916","ttdiesti",2,"antioquia",108,"santa barbara",2006,15.84
"3917","ttdiesti",14,"cundinamarca",589,"topaipi",2006,26.03
"3918","pcrparin",6,"boyaca",224,"corrales",2006,100
"3919","ttdiesti",4,"atlantico",141,"barranquilla",2006,15.42
"3920","ttdiesti",11,"cauca",418,"guapi",2006,35.43
"3921","pcrparin",22,"norte de santander",776,"bochalema",2006,97.39
"3922","pcrparin",2,"antioquia",71,"la estrella",2006,99.85
"3923","ttdiesti",21,"narino",744,"leiva",2006,24.36
"3924","caelacex",18,"la guajira",NA,NA,2006,NA
"3925","ttdiesti",11,"cauca",191,"santa rosa",2006,39.68
"3926","pcrparin",6,"boyaca",296,"soraca",2006,97.35
"3927","pcrperca",22,"norte de santander",NA,NA,2006,96.13119507
"3928","ttdiesti",30,"valle del cauca",1050,"vijes",2006,15.9
"3929","ptrldeng",1,"amazonas",NA,NA,2006,NA
"3930","pcrparin",30,"valle del cauca",1013,"andalucia",2006,99.52
"3931","pcrparin",14,"cundinamarca",592,"une",2006,100
"3932","pcrparin",12,"cesar",449,"bosconia",2006,97.91
"3933","ttdiesti",14,"cundinamarca",557,"puerto salgar",2006,14.8
"3934","ttdnesti",22,"norte de santander",NA,NA,2006,26.40470949
"3935","ttdiesti",8,"caldas",356,"manizales",2006,13.06
"3936","pbrmivih",NA,"bogota",NA,NA,2006,NA
"3937","pbepredc",20,"meta",NA,NA,2006,NA
"3938","pcrparin",14,"cundinamarca",524,"gama",2006,94.83
"3939","ttdiesti",7,"cordoba",NA,"montelibano (1)",2006,31.2
"3940","ttdiesti",5,"bolivar",190,"santa rosa del sur",2006,22.34
"3941","ctrmormt",23,"putumayo",NA,NA,2006,5
"3942","caelacex",25,"risaralda",NA,NA,2006,NA
"3943","pcrrncpn",8,"caldas",NA,NA,2006,87.03
"3944","pcrparin",10,"casanare",NA,NA,2006,97.62728621
"3945","pbretaia",23,"putumayo",NA,NA,2006,NA
"3946","pcrparin",2,"antioquia",118,"titiribi",2006,97.81
"3947","ttdiesti",18,"la guajira",NA,"distraccion",2006,26.68
"3948","rgrtgfec",23,"putumayo",NA,NA,2006,NA
"3949","pcrparin",17,"huila",625,"garzon",2006,97.96
"3950","ttdiesti",27,"santander",197,"villanueva",2006,20.53
"3951","ttdiesti",6,"boyaca",228,"cucaita",2006,21.7
"3952","pbepredg",30,"valle del cauca",NA,NA,2006,NA
"3953","pcrparin",14,"cundinamarca",508,"choachi",2006,97.91
"3954","pbepredc",28,"sucre",NA,NA,2006,NA
"3955","pgeembar",7,"cordoba",NA,NA,2006,NA
"3956","ttdiesti",9,"caqueta",380,"la montanita",2006,28.98
"3957","ttdiesti",14,"cundinamarca",548,"nemocon",2006,14.43
"3958","ttdiesti",7,"cordoba",340,"san antero",2006,22.71
"3959","pcrparin",27,"santander",NA,"villa nueva",2006,98.15
"3960","pcrparin",28,"sucre",956,"san benito abad",2006,99.13
"3961","pcrparin",19,"magdalena",NA,"sabanas de san angel",2006,97.46
"3962","caelacex",4,"atlantico",NA,NA,2006,NA
"3963","ttdiesti",12,"cesar",466,"san martin",2006,25.16
"3964","rgrtgfec",14,"cundinamarca",NA,NA,2006,NA
"3965","ttdiesti",14,"cundinamarca",569,"sasaima",2006,17.1
"3966","pcrparin",6,"boyaca",260,"paez",2006,97.62
"3967","ttdiesti",14,"cundinamarca",515,"fomeque",2006,18.76
"3968","pcrparin",27,"santander",904,"malaga",2006,99.36
"3969","pbepredg",14,"cundinamarca",NA,NA,2006,NA
"3970","ttdiesti",5,"bolivar",168,"calamar",2006,34.35
"3971","pcrparin",2,"antioquia",90,"remedios",2006,98.86
"3972","pcrparin",25,"risaralda",840,"belen de umbria",2006,96.73
"3973","pcrparin",6,"boyaca",298,"sotaquira",2006,95.87
"3974","pcrparin",28,"sucre",951,"majagual",2006,99.75
"3975","ttdiesti",14,"cundinamarca",496,"beltran",2006,20.07
"3976","pcrparin",28,"sucre",950,"los palmitos",2006,99.46
"3977","pcrperca",17,"huila",NA,NA,2006,93.88708755
"3978","ttdiesti",22,"norte de santander",803,"san calixto",2006,30.63
"3979","pcrparin",19,"magdalena",663,"aracataca",2006,98.54
"3980","pbepredc",32,"vichada",NA,NA,2006,NA
"3981","rgrtgfec",28,"sucre",NA,NA,2006,NA
"3982","ttdiesti",30,"valle del cauca",1019,"caicedonia",2006,16.02
"3983","pcrparin",20,"meta",710,"villavicencio",2006,99.01
"3984","pcrparin",20,"meta",60,"granada",2006,96.56
"3985","ttdiesti",29,"tolima",993,"natagaima",2006,25.34
"3986","igrtgfec",8,"caldas",NA,NA,2006,NA
"3987","ttdiesti",2,"antioquia",23,"barbosa",2006,13.16
"3988","ttdiesti",2,"antioquia",76,"medellin",2006,13.94
"3989","pcrperca",7,"cordoba",NA,NA,2006,98.41760102
"3990","caelacex",2,"antioquia",NA,NA,2006,NA
"3991","pcrparin",22,"norte de santander",7,"puerto santander",2006,92.78
"3992","pcrparin",3,"arauca",139,"tame",2006,70.06
"3993","pcrparin",18,"la guajira",NA,"la jagua del pilar",2006,91.67
"3994","ttdiesti",5,"bolivar",198,"zambrano",2006,26.49
"3995","pcrparin",5,"bolivar",194,"talaigua nuevo",2006,91.41
"3996","pcrparin",5,"bolivar",NA,"regidor",2006,74.73
"3997","pcrparin",21,"narino",716,"barbacoas",2006,90.06
"3998","pcrparin",14,"cundinamarca",504,"carmen de carupa",2006,98.7
"3999","ttdiesti",1,"amazonas",NA,"la pedrera ",2006,56.49
"4000","ttdiesti",2,"antioquia",95,"salgar",2006,15.25
"4001","pcrparin",6,"boyaca",254,"motavita",2006,92.52
"4002","pcrparin",28,"sucre",954,"sampues",2006,91.51
"4003","ttdiesti",22,"norte de santander",788,"gramalote",2006,15.24
